timestamp,Compound_V_Vials_open,Compound_V_Vials_high,Compound_V_Vials_low,Compound_V_Vials_close,Compound_V_Vials_volume,Heisenberg_Crystals_open,Heisenberg_Crystals_high,Heisenberg_Crystals_low,Heisenberg_Crystals_close,Heisenberg_Crystals_volume,Infinity_Stones_open,Infinity_Stones_high,Infinity_Stones_low,Infinity_Stones_close,Infinity_Stones_volume,Pieces_Of_Eight_open,Pieces_Of_Eight_high,Pieces_Of_Eight_low,Pieces_Of_Eight_close,Pieces_Of_Eight_volume,Solaris_Stardust_open,Solaris_Stardust_high,Solaris_Stardust_low,Solaris_Stardust_close,Solaris_Stardust_volume,Valyrian_Steel_open,Valyrian_Steel_high,Valyrian_Steel_low,Valyrian_Steel_close,Valyrian_Steel_volume,Jack,Queen,Ace,King,Black_Joker,Red_Joker
747,1000.3471,1004.987,999.3968,1003.4123,4391,98.2534,98.2865,97.9012,97.9717,718.3,100.485,100.6841,99.967,100.4377,10654.64,97.1019,97.4174,96.9361,97.2638,1960,962.1237,963.9171,960.9439,962.2845,1130,1021.3142,1021.4381,1016.3519,1017.0649,745.72,1,0,0,0,0,0
748,1003.4123,1006.7514,1002.4555,1005.8081,5802,97.7977,97.9791,97.5895,97.6867,361.4,100.4377,100.9253,100.147,100.3648,11356.54,97.2638,103.5585,97.0848,97.5089,1770,962.2845,963.624,959.989,962.6195,2034,1014.9399,1020.2512,1011.2015,1011.2015,749.64,0,0,0,0,0,0
749,1005.8081,1008.0555,1005.064,1006.977,8271,97.8031,97.8757,97.5857,97.8108,782.4,100.3648,100.5124,100.1292,100.3342,13755.51,97.5089,99.3582,97.3708,99.2969,1164,962.6195,968.4978,959.961,966.0473,3955,1012.3034,1016.3692,1011.1187,1011.1187,750.95,0,0,0,0,0,0
750,1006.977,1011.5216,1005.322,1010.801,9407,97.9199,97.9669,97.6724,97.8701,1672.3,100.3342,100.4184,100.0862,100.3342,89260.42,99.2969,99.449,98.8186,99.0031,1670,966.0473,966.5129,954.4905,955.7487,904,1014.7744,1014.7744,1003.8809,1003.8809,747.43,-1,0,1,0,1,0
751,1010.801,1012.0324,1007.7517,1008.2157,7301,97.9018,97.969,97.8298,97.8923,1052.8,100.3342,100.5976,98.7609,99.1505,10133.34,99.0031,99.1221,98.9176,99.0349,1175,955.7487,955.7819,951.5442,953.5956,1469,1009.6628,1015.1674,1008.65,1014.4918,755.3,0,0,0,0,0,0
752,1008.2157,1009.2922,1006.9187,1008.2757,167,97.8571,97.9537,97.8315,97.904,897.2,99.1505,99.4963,96.6508,96.7781,11661.09,99.0349,99.2317,98.6623,98.7278,1422,953.5956,955.8061,951.5879,952.761,1243,1014.4114,1014.7926,1002.5256,1003.9528,751.41,0,0,0,0,0,1
753,1008.2757,1009.8171,1004.5617,1006.3425,4765,97.519,97.9731,97.4831,97.5706,2105.1,96.7781,98.095,96.767,97.9475,8474.9,98.7278,102.0909,95.649,99.0479,1099,952.761,956.6663,951.217,954.9146,7006,1005.917,1005.917,995.6339,997.8686,737.45,0,0,0,0,0,0
754,1006.3425,1007.2653,1003.6832,1005.5522,5689,97.2919,97.8068,97.2001,97.3598,2070.9,97.9475,98.3635,96.626,97.1543,6175.81,99.0479,100.5024,98.9573,100.4444,1863,954.9146,957.4738,953.5967,954.1689,2825,1000.5758,1003.7317,998.0136,1003.053,747.24,0,0,0,0,0,0
755,1005.5522,1008.8879,1004.0591,1008.6485,6247,97.4181,97.4902,97.1874,97.3815,1792.3,97.1543,98.3804,96.8285,98.0422,12156.23,100.4444,100.4497,93.9645,100.011,1769,954.1689,959.3291,952.1343,957.4525,3955,1003.8147,1009.6444,997.7317,997.7317,746.58,0,0,0,0,0,0
756,1008.6485,1009.8346,1007.4199,1008.635,8404,97.4624,97.5122,97.3047,97.4574,1956.8,98.0422,98.1768,96.3636,96.4821,5245.25,100.011,100.1085,97.9538,98.04,1683,957.4525,961.9254,954.6022,960.7011,6780,995.8833,996.9718,979.4965,979.4965,748.3,1,0,0,0,1,0
757,1008.635,1008.8738,1006.074,1006.602,139,97.6206,97.844,97.29,97.6666,1830,96.4821,96.8046,95.451,95.7208,8587.77,98.04,98.0873,97.4264,97.5528,1028,960.7011,962.5328,959.3682,959.8944,11074,979.1657,979.1657,959.7718,959.7718,746.69,0,0,0,-1,0,1
758,1006.602,1006.8149,1003.9679,1005.0065,1067,97.7584,98.241,97.6649,98.0204,1299.7,95.7208,99.4215,95.6258,99.0582,5200.37,97.5528,97.6186,91.2115,97.2541,1258,959.8944,961.3891,959.2787,960.4934,7006,960.5178,967.7286,960.5178,962.7453,756.88,0,0,0,0,0,0
759,1005.0065,1006.4459,1004.1146,1005.9358,5194,98.0825,98.2101,98.0055,98.0779,1360.8,99.0582,100.2144,98.8515,100.1889,13212.03,97.2541,97.2995,95.2324,95.3409,1058,960.4934,962.3623,950.8049,952.9493,288037,964.9738,972.4017,964.9738,967.9582,747.49,0,0,-1,0,0,0
760,1005.9358,1007.4668,1002.5675,1003.801,6014,97.9537,98.077,97.8144,97.9439,2005.4,100.1889,102.1313,100.1522,101.7924,8360.54,95.3409,95.5049,94.9214,94.989,1569,952.9493,954.8591,949.2674,950.6048,3164,968.3221,968.3221,957.4587,964.3379,750.01,0,0,0,0,0,0
761,1003.801,1003.8908,1001.307,1002.3208,8071,97.7522,97.9545,97.5198,97.6608,1544.6,101.7924,102.6816,101.7206,102.5054,6161.29,94.989,95.0333,94.5262,94.55,1537,950.6048,953.3556,945.4323,948.273,2712,964.5101,964.5101,960.8517,964.2926,749.68,0,0,0,0,0,0
762,1002.3208,1003.2135,1001.2087,1002.5233,7334,97.5583,97.7778,97.3103,97.4769,1794.7,102.5054,103.3167,98.945,99.0945,11324.59,94.55,94.8588,94.3638,94.6746,1079,948.273,950.1111,946.0551,946.1044,8588,964.3805,973.5577,964.3805,968.2098,754.27,0,0,-1,0,1,0
763,1002.5233,1005.5068,1000.7758,1004.7066,1484,97.5052,97.7503,97.3919,97.6442,1094.3,99.0945,99.355,98.8818,99.1648,8616.24,94.6746,95.107,94.5236,94.9619,1301,946.1044,946.9098,943.8981,944.0062,1469,964.2055,967.3516,961.8373,965.4488,752.6,0,0,0,0,0,0
764,1004.7066,1005.965,1002.0277,1002.8344,4020,97.6241,97.7342,97.4739,97.6384,1487.6,99.1648,99.6646,98.2634,98.3848,11530.47,94.9619,95.1347,94.6452,94.8027,1707,944.0062,944.1105,941.3455,941.8334,7006,964.1814,967.1294,959.8299,962.9206,739.22,1,0,0,0,0,-1
765,1002.8344,1006.4678,1001.2123,1006.0426,1503,97.7081,97.7662,97.6484,97.6822,1267.9,98.3848,99.6146,98.3137,99.4538,10520.86,94.8027,100.8975,94.3467,94.5006,1753,941.8334,944.3424,939.1658,939.5606,3051,963.8298,971.0621,959.1667,971.0621,745.59,0,0,0,0,0,0
766,1006.0426,1011.078,1004.8383,1009.9147,2396,97.7213,97.7841,97.4577,97.5249,1627.9,99.4538,99.4908,97.6161,97.9693,8097.77,94.5006,100.7901,94.3905,94.717,1479,939.5606,941.5703,936.1012,937.5315,3955,969.0178,969.5094,966.1023,967.7286,752.65,0,0,0,0,0,0
767,1009.9147,1010.1641,1008.5493,1009.258,1604,97.4747,97.5896,97.06,97.3409,1569.8,97.9693,98.266,97.8121,98.2613,10218.17,94.717,95.8811,94.5921,95.8749,1933,937.5315,938.6664,934.6523,935.4203,8475,968.1535,973.8555,967.0705,969.0976,747.07,0,0,0,0,0,0
768,1009.258,1009.4861,1006.5442,1007.2105,7783,97.1707,97.658,97.0843,97.64,1366.9,98.2613,98.6582,94.7559,95.1346,9338.95,95.8749,96.2083,95.8568,96.0465,1358,935.4203,937.08,933.2264,933.3901,6780,962.9798,969.0873,962.7197,965.9669,756.07,1,0,1,0,0,0
769,1007.2105,1010.9259,1006.2303,1009.9621,3543,97.7037,97.9141,97.4393,97.8328,1617.5,95.1346,95.3558,94.8366,95.2058,11151.76,96.0465,96.3972,95.8603,96.3894,1238,933.3901,936.095,928.6983,931.3307,4520,967.3684,967.3684,950.2182,950.2182,736.08,0,0,0,0,0,0
770,1009.9621,1011.2761,1006.4737,1007.2617,4341,97.8304,97.9507,97.672,97.8768,1942,95.2058,95.5911,91.8194,92.3137,6578.23,96.3894,96.3944,96.0117,96.0201,1763,931.3307,933.387,928.9934,929.3847,5876,948.7298,948.7298,938.8779,943.12,741.44,0,0,0,0,0,1
771,1007.2617,1009.0536,1005.7247,1007.0481,6346,97.9809,97.9972,97.655,97.9371,1729.3,92.3137,92.3988,89.2387,89.3371,10528.4,96.0201,102.0908,95.8683,96.0497,1309,929.3847,930.2651,926.9935,927.1831,4520,940.1555,946.1823,940.1555,945.0517,750.6,0,0,0,0,-1,0
772,1007.0481,1008.1575,966.104,966.6135,8206,97.5458,98.132,97.4547,97.6573,1688.5,89.3371,89.5819,86.0495,86.1187,8442.13,96.0497,99.2721,93.0109,96.1429,1314,927.1831,928.5892,922.3705,924.9384,3051,946.6981,946.6981,939.4046,946.3127,740.68,0,0,0,0,0,0
773,966.6135,967.4991,955.2124,956.608,4385,97.0902,97.7374,97.0488,97.2383,1052.6,86.1187,88.5042,85.8001,88.3953,10070.17,96.1429,102.3364,95.9849,96.1526,1146,924.9384,927.5841,921.2832,922.6885,7006,940.3754,941.6797,933.4816,933.4816,751.64,0,0,0,0,0,0
774,956.608,957.6147,946.582,946.7939,2574,97.0681,97.3799,97.0575,97.2313,832.6,88.3953,89.0009,85.6668,86.1159,13715.42,96.1526,98.1927,96.1277,98.0655,1015,922.6885,924.3324,919.0312,920.6645,5650,931.0034,931.0034,922.8824,924.402,749.03,0,0,0,0,1,0
775,946.7939,947.9887,934.1605,935.8689,3042,97.4032,97.549,97.1322,97.4352,1382.2,86.1159,88.9103,85.853,88.7902,13053,98.0655,98.2378,91.6448,97.7941,1410,920.6645,923.1076,917.8877,918.6488,1469,919.78,929.024,919.78,929.024,3704.99,1,1,-1,0,0,0
776,935.8689,937.4534,924.2363,925.6291,2447,97.5281,97.7292,97.2081,97.6204,1212.2,88.7902,89.0159,88.5507,88.7902,9660.15,97.7941,97.8807,95.734,95.8395,1785,918.6488,918.6692,914.9682,916.4729,2034,928.3934,936.755,927.3744,927.3744,513.04,0,0,0,0,0,-1
777,925.6291,933.1338,924.4906,932.041,7602,97.1832,97.7616,97.1815,97.3515,693.6,88.7902,93.0724,88.7714,93,12044.57,95.8395,96.4216,95.7993,96.2576,1763,916.4729,918.2524,913.4189,914.5232,6215,933.1328,933.1328,923.0725,923.0725,515.3,0,0,0,0,0,0
778,932.041,939.1305,931.2441,938.7235,2880,97.0698,97.4663,97.0149,97.0833,1605.5,93,93.2136,92.9978,93.1977,11741.7,96.2576,96.5586,96.0802,96.5253,1978,914.5232,915.024,910.877,912.5409,8588,925.2689,925.2689,920.0158,921.2102,506.96,0,0,0,0,0,0
779,938.7235,945.7263,937.6747,944.8182,6596,96.9939,97.252,96.9533,97.1255,1474,93.1977,93.2929,92.6626,93,10825.16,96.5253,96.5906,96.3496,96.4941,1078,912.5409,914.5239,908.9042,910.7138,10735,921.6447,933.893,921.6447,932.6085,510.32,0,0,0,0,0,0
780,944.8182,944.9941,942.9975,944.9214,2618,97.2439,97.6328,96.6529,97.5218,1263.4,93,96.0589,92.8552,95.9117,13361.01,96.4941,96.5115,96.3393,96.4772,1151,910.7138,912.8026,908.634,908.83,5537,928.4364,928.4364,920.667,920.667,502.12,0,0,-1,0,0,0
781,944.9214,954.74,943.7935,953.9581,2131,97.1579,97.9712,97.1579,97.9229,1096.2,95.9117,95.9153,94.0176,94.3279,5377.63,96.4772,102.893,96.3584,96.8929,1031,908.83,909.2434,904.6406,906.737,904,923.3946,932.8623,920.9746,932.8623,505.33,0,0,0,0,0,1
782,953.9581,964.6715,952.7212,963.041,7024,97.9093,97.9125,97.7259,97.8498,1020.7,94.3279,94.5778,93.6628,93.7994,9396.91,96.8929,98.067,96.8479,97.9879,1762,906.737,909.4298,902.5573,904.8929,4181,934.9341,938.5001,931.6227,937.4011,510.37,1,0,0,0,0,0
783,963.041,964.581,961.4124,963.049,9392,97.6703,97.8678,97.6226,97.792,1142.2,93.7994,93.8387,93.5321,93.6634,6376.98,97.9879,104.0922,97.4128,97.5127,1587,904.8929,906.8997,900.505,902.7576,10283,934.5894,939.0654,932.5331,932.8823,518.02,0,0,0,0,1,0
784,963.049,972.6696,963.0384,972.5677,5728,97.2533,97.9301,97.2111,97.3387,993.8,93.6634,95.2394,93.6214,95.2117,5628.38,97.5127,97.5437,95.5444,95.6575,1434,902.7576,903.8627,899.8357,900.8314,6554,930.9517,938.0327,929.9433,932.2934,506.54,0,0,0,0,0,0
785,972.5677,973.2209,971.8072,972.689,7927,97.1956,97.4384,96.6878,96.7727,1162.5,95.2117,95.2658,94.7744,94.7942,10205.93,95.6575,95.8089,95.153,95.2695,1432,900.8314,903.7388,898.7667,902.6172,850212,933.9974,948.4497,933.9974,943.3117,509.84,0,0,0,0,0,0
786,972.689,983.1477,971.6867,982.179,1652,96.8767,96.9652,96.5698,96.7731,1649.7,94.7942,96.4194,94.7298,96.4124,12549.62,95.2695,95.6742,95.265,95.6398,1180,902.6172,907.2867,900.2011,904.7325,339,942.0848,945.0517,940.0849,940.0849,508.34,1,0,0,0,1,0
787,982.179,989.0891,981.856,988.3726,3937,96.7812,96.7983,96.433,96.7199,1766.7,96.4124,98.6127,96.2078,98.3731,8168.53,95.6398,95.7255,89.2806,95.4124,1848,904.7325,908.9873,903.3099,906.6093,3955,942.0502,942.0502,937.306,940.6176,509.28,0,0,-1,0,0,-1
788,988.3726,995.22,988.0071,994.4768,629,96.596,97.1935,96.5609,97.0105,1010.7,98.3731,100.6545,98.3118,100.4949,12945.5,95.4124,95.5947,94.1842,94.2551,1434,906.6093,909.8644,906.0741,908.6782,10735,937.9442,938.0701,930.7832,938.0701,502.59,0,0,0,0,0,0
789,994.4768,996.3679,993.4154,994.9193,7855,97.1911,97.5861,96.9627,97.3161,1548.8,100.4949,100.5669,99.346,99.3732,13258.17,94.2551,100.3295,93.8587,94.0207,1748,908.6782,911.5891,906.9326,910.8624,2938,939.9424,945.2353,939.9424,945.2353,500.59,0,0,0,0,0,0
790,994.9193,1002.703,994.5876,1001.6486,7109,97.4448,97.4947,97.3409,97.381,1488.7,99.3732,99.6657,97.2329,97.537,9632.32,94.0207,94.2042,92.5064,92.6697,1101,910.8624,914.0239,909.7926,912.707,4181,944.6748,951.8115,942.1027,951.6744,509.26,0,0,0,0,0,0
791,1001.6486,1001.8848,999.9754,1001.7929,3361,97.352,97.4504,97.2231,97.4182,1626.5,97.537,98.8042,97.3438,98.609,10309.17,92.6697,95.7742,89.3294,92.4564,1029,912.707,915.9701,910.4939,914.6359,5311,950.3218,951.8816,946.8296,948.3356,513.83,0,0,0,0,0,0
792,1001.7929,1013.2215,1000.438,1011.3399,4673,97.2705,97.4378,96.8734,97.0941,2245.4,98.609,99.5807,98.537,99.3036,8040.65,92.4564,92.6196,86.3932,92.4185,1325,914.6359,917.8075,912.0161,916.7008,6554,947.4915,947.9709,943.4678,947.9709,509.99,-1,0,0,0,0,0
793,1011.3399,1017.8264,1011.3114,1017.4489,2285,97.0212,97.0248,96.5067,96.6554,1314.3,99.3036,99.313,98.4904,98.6497,13097.25,92.4185,92.5692,91.2761,91.2844,1448,916.7008,920.5441,915.1771,918.9826,10057,947.5036,955.4953,947.5036,950.8958,513.79,0,0,0,0,0,0
794,1017.4489,1028.6233,1017.2803,1026.8223,7470,96.7718,96.7971,96.5824,96.6735,303.7,98.6497,101.3281,98.6013,101.1072,7131.85,91.2844,91.4069,84.8518,91.0258,1348,918.9826,922.7136,916.6743,921.0013,8588,952.0099,952.0737,939.7886,940.2485,506.03,0,0,0,0,0,0
795,1026.8223,1033.7724,1025.1919,1033.1215,2294,96.6167,96.7862,96.5549,96.5852,725.5,101.1072,102.3238,101.0595,102.2114,7826.71,91.0258,91.1358,89.4172,89.438,1051,921.0013,923.8383,919.8175,923.2146,904,939.7683,944.9538,938.6657,944.9538,501.09,0,0,-1,0,1,1
796,1033.1215,1033.4414,1029.1636,1030.1772,1952,96.805,96.9395,96.4532,96.7551,966.1,102.2114,106.265,102.1019,106.1751,7746.73,89.438,89.5558,89.026,89.0635,1355,923.2146,926.4804,921.6951,925.445,9266,946.9531,949.0428,942.3161,945.4746,511.32,0,0,0,0,0,0
797,1030.1772,1036.1998,1030.0133,1036.1947,9067,97.0504,97.0784,96.6563,96.9874,1521.5,106.1751,106.8134,106.0575,106.6025,13446.36,89.0635,89.2219,88.6372,88.7198,1524,925.445,930.0461,925.1192,927.7381,11074,944.6959,955.4163,942.1932,949.6913,501.04,0,0,0,0,0,0
798,1036.1947,1036.9036,1032.9801,1033.4088,6630,97.0323,97.1131,96.9309,97.0068,1601,106.6025,107.1623,106.3726,107,8049.66,88.7198,88.8931,88.6758,88.7604,1472,927.7381,930.9754,927.36,929.6202,8475,947.9121,959.0688,947.9121,948.2855,502.24,0,0,1,0,0,0
799,1033.4088,1043.3657,1033.2346,1042.3893,3177,96.8849,97.1316,96.7237,96.7992,913,107,107.2216,106.9142,107,12424.16,88.7604,91.7867,85.4888,88.5208,1544,929.6202,933.7844,929.4385,931.6242,6667,946.5749,951.4107,945.3496,946.0805,510.59,0,0,0,0,1,0
800,1042.3893,1053.4557,1041.5885,1051.8791,1709,96.6786,96.7714,96.3735,96.4804,1641.6,107,107.0629,105.6601,105.7531,9010.8,88.5208,88.6117,87.4907,87.5484,1691,931.6242,935.0928,929.2756,933.718,6215,944.2165,945.5633,940.8774,944.2571,511.52,-1,0,0,0,0,0
801,1051.8791,1053.3325,1006.8577,1006.9199,3491,96.478,96.6284,96.4635,96.5599,1451.4,105.7531,105.9761,104.5907,104.6354,12723.3,87.5484,87.6366,87.3722,87.3828,1299,933.718,937.3366,931.6407,935.9186,5424,941.6294,943.9077,941.1382,942.8873,513,0,0,0,0,0,-1
802,1006.9199,1010.8823,1006.2957,1009.2264,5664,96.4825,96.6205,96.406,96.4991,1742.2,104.6354,106.1336,104.4265,105.9437,6722.42,87.3828,87.3938,87.2147,87.3629,1134,935.9186,940.2577,933.4113,938.1978,339,943.2794,950.8135,942.0681,950.8135,506.72,0,0,0,0,0,0
803,1009.2264,1012.3393,1007.8461,1011.6168,4911,96.7751,97.0732,96.4409,96.9648,1509.4,105.9437,107.2757,105.9423,106.996,7233.14,87.3629,87.4086,87.1947,87.3289,1825,938.1978,942.2496,937.0793,940.2851,565,952.4809,956.5733,951.4491,951.4491,510.2,0,0,0,0,0,0
804,1011.6168,1012.9911,1007.7943,1009.0912,8959,97.2625,97.4415,96.6767,97.3547,1337.4,106.996,107.0165,106.7213,107,13736.83,87.3289,87.3491,87.045,87.0592,1489,940.2851,945.1041,938.5701,942.3243,6441,950.2299,964.309,950.2299,960.3447,511.18,0,0,-1,0,0,0
805,1009.0912,1009.4676,1008.0639,1009.2937,5227,96.9335,97.4582,96.6897,96.9522,1475.7,107,107.2212,105.641,105.8005,5095.66,87.0592,87.2832,87.0121,87.1689,1990,942.3243,946.5777,941.5978,944.4801,452,960.1077,967.0102,960.1077,967.0102,499.34,-1,0,0,0,0,0
806,1009.2937,1010.8455,1007.4991,1008.771,3027,96.8492,97.0433,96.4316,96.535,1856.9,105.8005,105.9459,104.846,105.0098,12948.77,87.1689,87.2348,86.9272,87.0679,1148,944.4801,947.3515,942.6388,946.6054,3842,962.2728,963.0102,954.5999,959.3872,511.37,0,0,0,0,1,1
807,1008.771,1009.241,1008.5125,1008.9639,1136,96.5245,96.6677,96.4679,96.5142,1734.4,105.0098,107.0853,104.7803,107,9115.69,87.0679,87.0996,86.8258,86.8695,1620,946.6054,949.0777,946.3113,948.7646,4294,959.1818,970.734,959.1818,966.7904,506.04,0,0,0,0,0,0
808,1008.9639,1010.4284,1006.2875,1007.8933,7536,97.0455,97.3184,96.4373,97.1206,1453.1,107,107.1334,106.7661,107,9194.93,86.8695,86.8833,86.5866,86.66,1075,948.7646,951.3779,947.9349,951.0413,9379,965.912,970.1739,962.934,963.745,509.1,0,0,0,0,0,0
809,1007.8933,1010.1881,1006.7758,1008.4932,1177,96.7808,97.6969,96.704,97.5346,1649,107,107.036,105.6316,105.6428,12295.56,86.66,86.7603,86.406,86.4349,1233,951.0413,954.2555,950.0654,953.0261,3164,963.9162,966.3695,954.0631,954.0631,508.71,0,0,0,0,0,0
810,1008.4932,1010.1881,1007.474,1009.7105,2474,97.4351,97.6644,96.7924,97.0543,1571.1,105.6428,105.8211,103.5239,103.6333,7981.52,86.4349,86.7936,86.3124,86.7321,1591,953.0261,955.6102,951.5713,955.1554,7119,949.3117,952.7389,939.5227,939.5227,511.54,0,0,0,0,0,-1
811,1009.7105,1011.3444,1008.3358,1008.9109,5141,96.7229,97.2543,96.4349,96.6255,972.9,103.6333,104.7745,103.6223,104.6461,7083.45,86.7321,86.9446,86.668,86.7958,1515,955.1554,956.2723,952.4643,954.7359,4972,940.5772,949.2569,940.5772,948.4859,512.37,1,0,0,0,0,0
812,1008.9109,1009.6202,1005.0687,1006.2279,6435,96.6765,96.7737,96.5193,96.6807,997.3,104.6461,104.9053,104.5019,104.8642,7718.92,86.7958,87.3119,86.7496,87.204,1726,954.7359,954.7929,949.3162,952.0324,5198,953.1732,961.3068,953.1732,957.3332,512.26,0,0,1,0,0,0
813,1005.3856,1005.8684,1001.1186,1001.3387,9349,96.5556,96.6625,96.5159,96.6201,1237.2,104.8642,104.9894,104.4859,104.6132,5319.76,87.204,87.2469,81.0818,87.1561,1690,952.0324,953.2654,950.5301,953.0242,6441,957.4971,958.2974,954.3679,958.072,515.25,0,0,0,0,1,0
814,1001.3387,1001.5931,995.1237,995.8849,3073,96.8751,97.0339,96.6002,96.9783,1812.4,104.6132,104.9064,104.2319,104.2548,8713.24,87.1561,90.2913,83.6857,86.8431,1171,953.0242,963.5614,950.8232,960.8334,4972,961.2446,961.5007,955.5519,955.5519,518.06,0,0,0,0,0,0
815,995.8849,997.5261,990.6536,990.9161,4421,97.1175,97.3108,96.8342,97.2508,1275,104.2548,106.5815,104.1627,106.4275,11492.9,86.8431,86.8581,85.8521,85.9302,1383,960.8334,962.7399,953.2261,954.8812,10961,955.6805,964.3573,951.2914,964.3573,504.21,0,0,0,0,0,0
816,990.9161,991.3623,984.6219,986.5032,5910,97.2412,97.3252,97.0847,97.2101,1272.5,106.4275,106.6127,105.282,105.3968,12789.73,85.9302,91.9582,85.4821,85.5511,1362,954.8812,956.5359,952.0356,952.3886,2034,966.2699,967.3512,960.7667,962.2172,500.54,0,0,0,0,0,-1
817,986.5032,986.9472,981.0948,981.7011,3593,97.1375,97.4481,97.0589,97.221,1724.9,105.3968,106.058,105.0446,105.5747,9346.24,85.5511,85.5721,84.4323,84.5429,1853,952.3886,953.4103,947.5641,948.5748,3955,959.1149,963.8154,952.7242,952.7242,506.14,0,0,-1,0,-1,0
818,981.7011,983.1201,973.8647,975.3953,3882,97.0951,97.3756,96.7543,96.8937,1789.2,105.5747,106.0834,105.528,105.9782,13043.95,84.5429,85.0289,84.4466,84.9033,1996,948.5748,950.4543,940.6324,942.1081,2373,954.9061,961.5992,954.9061,958.2981,506.99,1,0,0,0,0,0
819,975.3953,975.5058,969.1196,971.001,1339,96.8323,96.983,96.4982,96.6286,1286.1,105.9782,107.1332,105.7887,106.8821,6149.51,84.9033,90.9237,84.6575,84.6846,1963,942.1081,944.0112,935.4065,937.4567,6215,958.2016,961.1296,950.1431,950.1431,502.88,0,0,0,0,0,0
820,971.001,973.4706,969.7922,971.7863,2391,96.6391,96.677,96.4402,96.5796,1293.4,106.8821,107.3682,106.5674,106.8334,7557.15,84.6846,84.8015,83.2605,83.2888,1184,937.4567,938.9092,930.9683,931.0349,6554,948.8397,949.4496,947.0967,949.4496,499.01,0,0,0,0,0,0
821,971.7863,972.0975,970.6966,971.6236,7306,96.4874,96.6118,96.4488,96.5133,2034.5,106.8334,106.8458,100.6623,100.7737,11544.14,83.2888,83.4215,82.8025,82.8856,1080,931.0349,931.2135,924.3237,924.4898,1243,948.7952,956.3047,948.7952,951.7057,518.67,0,0,0,0,0,0
822,971.6236,971.9498,968.9189,970.7477,6574,96.4505,96.9035,96.3266,96.8113,2302.3,100.7737,101.4647,100.6872,101.3828,7730.65,82.8856,82.9561,82.7297,82.8031,1917,924.4898,935.4135,923.8432,932.9649,755179,958.0302,971.4161,957.348,968.2889,500.13,0,0,0,0,0,0
823,970.7477,974.4484,969.5798,973.7808,4243,96.869,97.2453,96.6186,97.126,2114.1,101.3828,101.4911,98.6337,98.7319,12006.97,82.8031,82.864,82.3657,82.398,1323,932.9649,935.3655,930.3839,935.0666,339,973.6374,984.5054,973.6374,980.7488,514,0,0,0,0,-1,0
824,973.7808,975.2812,972.0722,972.1728,2685,97.1688,97.2307,97.0499,97.1597,1908,98.7319,101.5103,98.316,101.2931,6608.94,82.398,82.4057,82.176,82.2154,1018,935.0666,937.6568,935.0235,937.2943,4294,985.5824,986.2895,978.75,982.0769,513.17,0,0,-1,0,0,0
825,972.1728,972.4462,970.9752,971.4569,7071,97.0912,97.2706,96.8794,97.0146,1126.1,101.2931,101.6948,101.1261,101.48,11296.52,82.2154,82.3678,81.6904,81.8274,1892,937.2943,939.785,935.9698,939.6292,1921,982.1021,982.7727,965.6364,965.6364,507.54,1,0,0,0,0,-1
826,971.4569,973.0713,969.6064,971.3356,3747,97.0407,97.3254,96.817,96.9767,867.1,101.48,101.7053,100.0346,100.2538,5741.81,81.8274,82.1619,81.6667,82.1398,1562,939.6292,944.5863,938.2697,941.9374,4633,966.7505,972.2234,963.759,970.4805,501.34,0,0,0,0,0,0
827,971.3356,971.368,966.8679,967.8609,2058,96.9407,97.0814,96.7545,96.9632,785.7,100.2538,100.4397,100.242,100.41,9462.92,82.1398,82.3398,82.0649,82.3274,1648,941.9374,945.5504,940.6539,944.2679,10283,970.7154,976.3188,970.7154,971.2706,522.59,0,0,0,0,0,0
828,967.8609,970.3169,966.9415,969.705,7396,96.9498,97.1267,96.735,96.9349,1167.6,100.41,102.246,100.3185,102.1593,5762.19,82.3274,82.6495,82.3227,82.601,1492,944.2679,948.2,942.8184,946.5957,6102,972.0466,975.0643,969.5855,974.055,515.01,0,0,-1,0,0,1
829,969.705,969.9141,966.9698,968.5315,4797,96.9697,97.3347,96.798,96.9827,1916.6,102.1593,102.4447,102.0641,102.2306,8185.2,82.601,82.7328,82.2725,82.4355,1858,946.5957,951.067,944.4315,948.7455,1130,975.5013,988.3416,975.5013,984.8255,503.64,0,0,0,0,-1,0
830,968.5315,972.7136,968.0657,970.9494,2589,97.0991,97.3869,97.0372,97.1811,1317.5,102.2306,102.5224,101.6986,102.2993,6006.52,82.4355,82.5968,82.3167,82.4188,1171,948.7455,950.9091,946.1239,950.9011,4068,986.5199,988.6911,981.1477,985.6792,512.16,0,0,0,0,0,0
831,970.1602,970.1709,964.0522,965.5747,8472,96.9458,97.2303,96.758,96.8607,1532.9,102.2993,102.4121,102.2832,102.364,7747.92,82.4188,82.6508,82.3785,82.5228,1075,950.9011,954.2093,949.9059,953.0747,3390,983.8595,985.8193,981.8777,981.8777,517.62,1,0,0,0,0,0
832,965.5747,966.3638,959.11,959.4129,5551,96.6025,97.0529,96.562,96.6747,1656.7,102.364,102.5454,101.924,102.4218,8193.33,82.5228,83.0086,82.4593,82.8886,1612,953.0747,956.2356,950.7763,955.2166,7006,980.898,992.8021,980.898,989.8529,505.18,0,0,0,0,0,0
